date,item_name,total_amount_sold
2023-12-22,HAWKEYE VODKA,3838
2023-09-06,HAWKEYE VODKA,2725
2023-02-02,HAWKEYE VODKA,1958
2023-09-18,HAWKEYE VODKA,2954
2023-01-05,HAWKEYE VODKA,2580
2023-04-26,HAWKEYE VODKA,2652
2024-01-22,HAWKEYE VODKA,3334
2023-04-19,HAWKEYE VODKA,2331
2023-09-21,HAWKEYE VODKA,2270
2023-01-26,HAWKEYE VODKA,1706
2023-01-29,HAWKEYE VODKA,22
2024-01-23,HAWKEYE VODKA,2403
2023-04-03,HAWKEYE VODKA,2432
2024-02-20,HAWKEYE VODKA,2754
2024-03-26,HAWKEYE VODKA,3837
2023-02-27,HAWKEYE VODKA,2484
2023-10-25,HAWKEYE VODKA,2104
2023-02-15,HAWKEYE VODKA,1697
2023-02-21,HAWKEYE VODKA,3387
2023-11-14,HAWKEYE VODKA,4205
2023-08-22,HAWKEYE VODKA,3202
2023-11-15,HAWKEYE VODKA,2394
2023-03-09,HAWKEYE VODKA,2359
2024-01-25,HAWKEYE VODKA,3011
2023-04-20,HAWKEYE VODKA,2326
2023-07-08,HAWKEYE VODKA,2058
2024-01-24,HAWKEYE VODKA,2379
2023-11-08,HAWKEYE VODKA,3435
2023-11-19,HAWKEYE VODKA,2234
2023-01-17,HAWKEYE VODKA,2619
2024-01-19,HAWKEYE VODKA,1641
2023-03-03,HAWKEYE VODKA,3827
2023-10-17,HAWKEYE VODKA,3565
2023-10-11,HAWKEYE VODKA,3656
2023-09-05,HAWKEYE VODKA,2610
2023-07-07,HAWKEYE VODKA,2834
2023-12-08,HAWKEYE VODKA,756
2024-02-18,HAWKEYE VODKA,455
2023-05-30,HAWKEYE VODKA,2806
2023-05-04,HAWKEYE VODKA,2020
2023-06-12,HAWKEYE VODKA,2885
2023-03-29,HAWKEYE VODKA,2638
2024-03-12,HAWKEYE VODKA,3685
2023-11-16,HAWKEYE VODKA,2418
2023-06-28,HAWKEYE VODKA,3670
2023-06-14,HAWKEYE VODKA,2862
2024-01-26,HAWKEYE VODKA,2527
2024-01-30,HAWKEYE VODKA,3467
2023-10-31,HAWKEYE VODKA,3430
2024-02-15,HAWKEYE VODKA,1880
2023-02-03,HAWKEYE VODKA,4472
2023-02-09,HAWKEYE VODKA,3700
2023-02-28,HAWKEYE VODKA,2779
2023-03-31,HAWKEYE VODKA,3580
2023-04-28,HAWKEYE VODKA,3749
2023-11-13,HAWKEYE VODKA,1526
2024-03-05,HAWKEYE VODKA,1977
2023-05-18,HAWKEYE VODKA,2087
2023-10-06,HAWKEYE VODKA,4036
2023-11-11,HAWKEYE VODKA,2475
2023-01-11,HAWKEYE VODKA,2444
2024-01-01,HAWKEYE VODKA,12
2023-06-16,HAWKEYE VODKA,4555
2023-01-09,HAWKEYE VODKA,2756
2023-12-09,HAWKEYE VODKA,2766
2024-03-06,HAWKEYE VODKA,3286
2023-04-24,HAWKEYE VODKA,3121
2023-09-20,HAWKEYE VODKA,2261
2023-05-10,HAWKEYE VODKA,2581
2023-05-24,HAWKEYE VODKA,2944
2023-11-09,HAWKEYE VODKA,2654
2023-07-21,HAWKEYE VODKA,3341
2023-10-02,HAWKEYE VODKA,2143
2023-01-19,HAWKEYE VODKA,1997
2023-07-12,HAWKEYE VODKA,2596
2023-07-14,HAWKEYE VODKA,3550
2023-12-12,HAWKEYE VODKA,3336
2023-05-16,HAWKEYE VODKA,3066
2023-06-03,HAWKEYE VODKA,2630
2024-03-15,HAWKEYE VODKA,2084
2024-03-07,HAWKEYE VODKA,1940
2024-01-17,HAWKEYE VODKA,2543
2023-01-02,HAWKEYE VODKA,80
2023-10-15,HAWKEYE VODKA,1655
2023-11-23,HAWKEYE VODKA,284
2023-05-25,HAWKEYE VODKA,1967
2023-04-05,HAWKEYE VODKA,3370
2023-06-29,HAWKEYE VODKA,3392
2023-12-20,HAWKEYE VODKA,3265
2023-03-24,HAWKEYE VODKA,3364
2023-08-10,HAWKEYE VODKA,2139
2023-02-17,HAWKEYE VODKA,3223
2023-04-04,HAWKEYE VODKA,3035
2023-03-15,HAWKEYE VODKA,2198
2023-07-25,HAWKEYE VODKA,2974
2023-10-23,HAWKEYE VODKA,2661
2024-03-01,HAWKEYE VODKA,3730
2023-08-25,HAWKEYE VODKA,4621
2023-08-17,HAWKEYE VODKA,2054
2024-01-14,HAWKEYE VODKA,2036
2024-03-10,HAWKEYE VODKA,1046
2024-02-09,HAWKEYE VODKA,2049
2023-07-20,HAWKEYE VODKA,1995
2024-01-16,HAWKEYE VODKA,3455
2023-04-06,HAWKEYE VODKA,3407
2024-02-02,HAWKEYE VODKA,2724
2023-01-06,HAWKEYE VODKA,2281
2023-06-07,HAWKEYE VODKA,2677
2023-11-20,HAWKEYE VODKA,1373
2023-08-09,HAWKEYE VODKA,2851
2023-10-16,HAWKEYE VODKA,1570
2023-10-24,HAWKEYE VODKA,3513
2023-07-17,HAWKEYE VODKA,3229
2024-03-28,HAWKEYE VODKA,1871
2024-02-14,HAWKEYE VODKA,3407
2023-08-21,HAWKEYE VODKA,2352
2024-02-13,HAWKEYE VODKA,2480
2023-12-13,HAWKEYE VODKA,3068
2023-06-01,HAWKEYE VODKA,3142
2023-03-14,HAWKEYE VODKA,2866
2024-03-22,HAWKEYE VODKA,3395
2023-04-18,HAWKEYE VODKA,3503
2023-08-11,HAWKEYE VODKA,3392
2023-05-05,HAWKEYE VODKA,3026
2023-04-12,HAWKEYE VODKA,2588
2023-07-05,HAWKEYE VODKA,1991
2023-10-20,HAWKEYE VODKA,1756
2023-09-28,HAWKEYE VODKA,1641
2023-09-04,HAWKEYE VODKA,6
2023-12-10,HAWKEYE VODKA,1210
2023-10-05,HAWKEYE VODKA,1951
2023-11-07,HAWKEYE VODKA,3786
2023-01-13,HAWKEYE VODKA,3303
2024-01-15,HAWKEYE VODKA,2270
2024-03-17,HAWKEYE VODKA,1203
2023-08-18,HAWKEYE VODKA,3743
2024-02-29,HAWKEYE VODKA,1882
2024-01-08,HAWKEYE VODKA,2518
2023-10-09,HAWKEYE VODKA,2682
2023-06-27,HAWKEYE VODKA,4050
2023-05-15,HAWKEYE VODKA,2312
2023-03-26,HAWKEYE VODKA,6
2023-10-27,HAWKEYE VODKA,4061
2024-03-27,HAWKEYE VODKA,2940
2023-07-28,HAWKEYE VODKA,3512
2023-05-19,HAWKEYE VODKA,4661
2024-02-04,HAWKEYE VODKA,1185
2023-05-11,HAWKEYE VODKA,2550
2023-05-02,HAWKEYE VODKA,2792
2024-01-02,HAWKEYE VODKA,2325
2024-02-25,HAWKEYE VODKA,1368
2023-02-06,HAWKEYE VODKA,2512
2023-04-11,HAWKEYE VODKA,3180
2023-08-24,HAWKEYE VODKA,2276
2023-12-15,HAWKEYE VODKA,3751
2023-05-03,HAWKEYE VODKA,2615
2024-02-11,HAWKEYE VODKA,2180
2023-07-19,HAWKEYE VODKA,2600
2023-06-23,HAWKEYE VODKA,4186
2023-06-15,HAWKEYE VODKA,2553
2023-05-09,HAWKEYE VODKA,3025
2023-03-13,HAWKEYE VODKA,2725
2024-03-03,HAWKEYE VODKA,416
2023-06-22,HAWKEYE VODKA,2032
2023-11-24,HAWKEYE VODKA,3020
2023-11-30,HAWKEYE VODKA,1759
2023-09-22,HAWKEYE VODKA,3682
2023-12-29,HAWKEYE VODKA,2329
2024-03-29,HAWKEYE VODKA,3277
2023-07-06,HAWKEYE VODKA,2478
2023-11-27,HAWKEYE VODKA,2687
2023-12-18,HAWKEYE VODKA,2141
2023-01-03,HAWKEYE VODKA,2563
2023-11-10,HAWKEYE VODKA,1394
2024-02-06,HAWKEYE VODKA,4950
2023-07-30,HAWKEYE VODKA,12
2023-01-16,HAWKEYE VODKA,2801
2024-02-16,HAWKEYE VODKA,1685
2024-02-19,HAWKEYE VODKA,3492
2023-07-24,HAWKEYE VODKA,2991
2023-11-26,HAWKEYE VODKA,779
2024-01-31,HAWKEYE VODKA,3108
2023-03-01,HAWKEYE VODKA,2520
2023-12-27,HAWKEYE VODKA,3544
2023-02-07,HAWKEYE VODKA,3223
2023-10-19,HAWKEYE VODKA,2418
2023-11-06,HAWKEYE VODKA,1132
2023-01-04,HAWKEYE VODKA,2630
2023-11-18,HAWKEYE VODKA,813
2024-01-11,HAWKEYE VODKA,1688
2023-05-08,HAWKEYE VODKA,2652
2024-01-23,FIVE O'CLOCK VODKA,801
2023-04-24,FIVE O'CLOCK VODKA,833
2023-12-04,FIVE O'CLOCK VODKA,351
2024-01-18,FIVE O'CLOCK VODKA,502
2023-06-12,FIVE O'CLOCK VODKA,773
2023-07-27,FIVE O'CLOCK VODKA,414
2023-10-26,FIVE O'CLOCK VODKA,542
2023-10-06,FIVE O'CLOCK VODKA,1072
2023-12-13,FIVE O'CLOCK VODKA,888
2023-11-07,FIVE O'CLOCK VODKA,1068
2023-07-07,FIVE O'CLOCK VODKA,869
2023-11-17,FIVE O'CLOCK VODKA,974
2024-01-29,FIVE O'CLOCK VODKA,472
2023-12-03,FIVE O'CLOCK VODKA,266
2024-02-21,FIVE O'CLOCK VODKA,959
2023-11-30,FIVE O'CLOCK VODKA,524
2023-08-18,FIVE O'CLOCK VODKA,1340
2023-09-01,FIVE O'CLOCK VODKA,1179
2023-03-31,FIVE O'CLOCK VODKA,1288
2023-11-09,FIVE O'CLOCK VODKA,1029
2023-09-08,FIVE O'CLOCK VODKA,515
2023-10-03,FIVE O'CLOCK VODKA,1186
2023-04-04,FIVE O'CLOCK VODKA,1418
2023-06-15,FIVE O'CLOCK VODKA,706
2023-09-13,FIVE O'CLOCK VODKA,1085
2024-02-15,FIVE O'CLOCK VODKA,578
2023-08-22,FIVE O'CLOCK VODKA,2342
2023-12-21,FIVE O'CLOCK VODKA,447
2023-10-10,FIVE O'CLOCK VODKA,1092
2023-02-22,FIVE O'CLOCK VODKA,319
2023-10-22,FIVE O'CLOCK VODKA,507
2023-07-14,FIVE O'CLOCK VODKA,936
2023-10-25,FIVE O'CLOCK VODKA,624
2023-05-22,FIVE O'CLOCK VODKA,913
2023-03-27,FIVE O'CLOCK VODKA,1058
2024-02-18,FIVE O'CLOCK VODKA,195
2023-02-16,FIVE O'CLOCK VODKA,505
2023-05-04,FIVE O'CLOCK VODKA,593
2023-07-25,FIVE O'CLOCK VODKA,1126
2023-10-27,FIVE O'CLOCK VODKA,936
2024-03-11,FIVE O'CLOCK VODKA,597
2023-07-19,FIVE O'CLOCK VODKA,1093
2023-12-10,FIVE O'CLOCK VODKA,173
2023-07-24,FIVE O'CLOCK VODKA,1025
2024-02-22,FIVE O'CLOCK VODKA,757
2023-07-13,FIVE O'CLOCK VODKA,343
2024-02-27,FIVE O'CLOCK VODKA,1346
2023-03-16,FIVE O'CLOCK VODKA,393
2023-03-08,FIVE O'CLOCK VODKA,1004
2023-06-03,FIVE O'CLOCK VODKA,973
2023-09-21,FIVE O'CLOCK VODKA,365
2023-07-31,FIVE O'CLOCK VODKA,554
2023-12-06,FIVE O'CLOCK VODKA,1071
2023-12-08,FIVE O'CLOCK VODKA,172
2023-10-13,FIVE O'CLOCK VODKA,660
2023-02-02,FIVE O'CLOCK VODKA,602
2023-08-15,FIVE O'CLOCK VODKA,1357
2023-07-30,FIVE O'CLOCK VODKA,24
2023-03-01,FIVE O'CLOCK VODKA,1110
2024-02-14,FIVE O'CLOCK VODKA,1440
2023-05-23,FIVE O'CLOCK VODKA,1684
2023-06-01,FIVE O'CLOCK VODKA,1287
2023-08-30,FIVE O'CLOCK VODKA,689
2023-04-14,FIVE O'CLOCK VODKA,1263
2023-04-25,FIVE O'CLOCK VODKA,1088
2024-01-04,FIVE O'CLOCK VODKA,766
2024-02-28,FIVE O'CLOCK VODKA,945
2024-03-05,FIVE O'CLOCK VODKA,425
2023-02-23,FIVE O'CLOCK VODKA,1064
2023-09-29,FIVE O'CLOCK VODKA,782
2023-08-25,FIVE O'CLOCK VODKA,982
2024-02-25,FIVE O'CLOCK VODKA,555
2023-02-08,FIVE O'CLOCK VODKA,528
2023-01-31,FIVE O'CLOCK VODKA,1196
2024-01-08,FIVE O'CLOCK VODKA,655
2023-03-24,FIVE O'CLOCK VODKA,1083
2023-06-07,FIVE O'CLOCK VODKA,603
2023-04-12,FIVE O'CLOCK VODKA,817
2023-01-03,FIVE O'CLOCK VODKA,645
2023-07-26,FIVE O'CLOCK VODKA,1304
2023-09-27,FIVE O'CLOCK VODKA,654
2023-10-20,FIVE O'CLOCK VODKA,568
2023-01-30,FIVE O'CLOCK VODKA,852
2023-08-10,FIVE O'CLOCK VODKA,637
2023-11-29,FIVE O'CLOCK VODKA,873
2023-01-23,FIVE O'CLOCK VODKA,1050
2023-01-27,FIVE O'CLOCK VODKA,1219
2023-05-11,FIVE O'CLOCK VODKA,796
2024-02-04,FIVE O'CLOCK VODKA,258
2023-12-05,FIVE O'CLOCK VODKA,930
2023-08-31,FIVE O'CLOCK VODKA,1052
2023-06-22,FIVE O'CLOCK VODKA,489
2023-12-16,FIVE O'CLOCK VODKA,126
2023-06-27,FIVE O'CLOCK VODKA,1924
2023-07-12,FIVE O'CLOCK VODKA,1040
2023-01-20,FIVE O'CLOCK VODKA,985
2023-02-06,FIVE O'CLOCK VODKA,914
2023-07-21,FIVE O'CLOCK VODKA,1046
2023-01-11,FIVE O'CLOCK VODKA,1049
2023-03-22,FIVE O'CLOCK VODKA,873
2023-03-02,FIVE O'CLOCK VODKA,406
2023-09-19,FIVE O'CLOCK VODKA,1095
2024-03-10,FIVE O'CLOCK VODKA,513
2023-06-13,FIVE O'CLOCK VODKA,1374
2023-11-14,FIVE O'CLOCK VODKA,1871
2023-05-19,FIVE O'CLOCK VODKA,1249
2023-05-05,FIVE O'CLOCK VODKA,1521
2023-09-07,FIVE O'CLOCK VODKA,741
2023-07-11,FIVE O'CLOCK VODKA,1484
2023-11-27,FIVE O'CLOCK VODKA,828
2023-01-10,FIVE O'CLOCK VODKA,1112
2024-02-06,FIVE O'CLOCK VODKA,1207
2023-06-05,FIVE O'CLOCK VODKA,579
2023-08-08,FIVE O'CLOCK VODKA,1095
2023-09-20,FIVE O'CLOCK VODKA,933
2023-06-02,FIVE O'CLOCK VODKA,262
2023-02-01,FIVE O'CLOCK VODKA,857
2023-05-16,FIVE O'CLOCK VODKA,1378
2023-03-03,FIVE O'CLOCK VODKA,1086
2023-09-22,FIVE O'CLOCK VODKA,1430
2023-04-18,FIVE O'CLOCK VODKA,1634
2024-02-02,FIVE O'CLOCK VODKA,742
2023-11-21,FIVE O'CLOCK VODKA,1545
2024-02-07,FIVE O'CLOCK VODKA,769
2023-07-10,FIVE O'CLOCK VODKA,713
2023-10-30,FIVE O'CLOCK VODKA,650
2024-02-11,FIVE O'CLOCK VODKA,621
2024-03-27,FIVE O'CLOCK VODKA,924
2023-10-02,FIVE O'CLOCK VODKA,1011
2023-06-29,FIVE O'CLOCK VODKA,1174
2023-08-07,FIVE O'CLOCK VODKA,888
2023-01-08,FIVE O'CLOCK VODKA,1163
2023-07-18,FIVE O'CLOCK VODKA,1147
2023-07-05,FIVE O'CLOCK VODKA,1036
2023-12-22,FIVE O'CLOCK VODKA,1197
2023-08-28,FIVE O'CLOCK VODKA,195
2023-09-12,FIVE O'CLOCK VODKA,1094
2024-01-10,FIVE O'CLOCK VODKA,1380
2023-05-24,FIVE O'CLOCK VODKA,1118
2023-08-02,FIVE O'CLOCK VODKA,831
2023-01-19,FIVE O'CLOCK VODKA,584
2023-09-06,FIVE O'CLOCK VODKA,1308
2023-02-27,FIVE O'CLOCK VODKA,743
2023-11-13,FIVE O'CLOCK VODKA,215
2024-02-13,FIVE O'CLOCK VODKA,882
2023-11-16,FIVE O'CLOCK VODKA,949
2023-01-25,FIVE O'CLOCK VODKA,947
2024-02-20,FIVE O'CLOCK VODKA,946
2024-01-25,FIVE O'CLOCK VODKA,809
2023-08-16,FIVE O'CLOCK VODKA,820
2023-09-15,FIVE O'CLOCK VODKA,1355
2023-02-17,FIVE O'CLOCK VODKA,1071
2023-11-02,FIVE O'CLOCK VODKA,977
2023-08-17,FIVE O'CLOCK VODKA,493
2023-01-13,FIVE O'CLOCK VODKA,1066
2023-03-06,FIVE O'CLOCK VODKA,1082
2023-08-01,FIVE O'CLOCK VODKA,978
2023-01-18,FIVE O'CLOCK VODKA,934
2023-10-12,FIVE O'CLOCK VODKA,650
2023-12-01,FIVE O'CLOCK VODKA,732
2023-03-09,FIVE O'CLOCK VODKA,584
2024-01-09,FIVE O'CLOCK VODKA,639
2023-06-09,FIVE O'CLOCK VODKA,1477
2023-05-15,FIVE O'CLOCK VODKA,732
2023-02-13,FIVE O'CLOCK VODKA,1169
2023-05-03,FIVE O'CLOCK VODKA,1401
2023-05-09,FIVE O'CLOCK VODKA,1789
2024-01-02,FIVE O'CLOCK VODKA,723
2023-03-13,FIVE O'CLOCK VODKA,1033
2024-03-03,FIVE O'CLOCK VODKA,162
2023-04-28,FIVE O'CLOCK VODKA,1035
2023-01-24,FIVE O'CLOCK VODKA,1263
2023-10-09,FIVE O'CLOCK VODKA,926
2023-04-27,FIVE O'CLOCK VODKA,540
2023-11-23,FIVE O'CLOCK VODKA,146
2023-03-10,FIVE O'CLOCK VODKA,1223
2023-04-26,FIVE O'CLOCK VODKA,854
2023-04-06,FIVE O'CLOCK VODKA,612
2023-11-11,FIVE O'CLOCK VODKA,576
2024-02-23,FIVE O'CLOCK VODKA,111
2024-03-28,FIVE O'CLOCK VODKA,325
2023-10-18,FIVE O'CLOCK VODKA,600
2024-01-12,FIVE O'CLOCK VODKA,138
2023-10-17,FIVE O'CLOCK VODKA,1438
2023-06-19,FIVE O'CLOCK VODKA,792
2023-04-17,FIVE O'CLOCK VODKA,710
2023-07-17,FIVE O'CLOCK VODKA,828
2024-02-05,FIVE O'CLOCK VODKA,406
2023-12-11,FIVE O'CLOCK VODKA,924
2023-04-13,FIVE O'CLOCK VODKA,701
2024-03-06,FIVE O'CLOCK VODKA,1150
2024-03-19,FIVE O'CLOCK VODKA,1057
2023-01-12,FIVE O'CLOCK VODKA,505
2023-02-28,FIVE O'CLOCK VODKA,1096
2024-02-19,FIVE O'CLOCK VODKA,916
2023-06-20,FIVE O'CLOCK VODKA,1064
2024-03-01,FIVE O'CLOCK VODKA,746
2024-01-31,FIVE O'CLOCK VODKA,684
2023-07-06,FIVE O'CLOCK VODKA,918
2023-11-15,FIVE O'CLOCK VODKA,584
2023-12-07,FIVE O'CLOCK VODKA,1012
2024-03-14,FIVE O'CLOCK VODKA,702
2023-12-20,FIVE O'CLOCK VODKA,985
2023-04-05,FIVE O'CLOCK VODKA,1056
2023-10-16,FIVE O'CLOCK VODKA,393
2023-05-25,FIVE O'CLOCK VODKA,655
2023-11-28,FIVE O'CLOCK VODKA,849
2023-11-20,FIVE O'CLOCK VODKA,235
2023-06-21,FIVE O'CLOCK VODKA,1195
2023-03-28,FIVE O'CLOCK VODKA,1461
2023-11-06,FIVE O'CLOCK VODKA,367
2023-12-09,FIVE O'CLOCK VODKA,814
2023-03-20,FIVE O'CLOCK VODKA,1167
2023-04-07,FIVE O'CLOCK VODKA,1277
2023-04-03,FIVE O'CLOCK VODKA,1114
2023-05-10,FIVE O'CLOCK VODKA,529
2023-01-17,FIVE O'CLOCK VODKA,1242
2024-01-07,FIVE O'CLOCK VODKA,53
2023-10-23,FIVE O'CLOCK VODKA,886
2023-02-21,FIVE O'CLOCK VODKA,1302
2023-01-06,FIVE O'CLOCK VODKA,424
2023-12-12,FIVE O'CLOCK VODKA,1605
2024-03-29,FIVE O'CLOCK VODKA,1003
2023-02-10,FIVE O'CLOCK VODKA,1124
2023-08-09,FIVE O'CLOCK VODKA,1306
2023-12-30,FIVE O'CLOCK VODKA,860
2024-02-26,FIVE O'CLOCK VODKA,795
2024-03-15,FIVE O'CLOCK VODKA,412
2024-03-21,FIVE O'CLOCK VODKA,590
2023-02-24,FIVE O'CLOCK VODKA,1365
2023-10-11,FIVE O'CLOCK VODKA,780
2023-01-02,FIVE O'CLOCK VODKA,12
2024-01-28,FIVE O'CLOCK VODKA,84
2023-01-09,FIVE O'CLOCK VODKA,987
2023-10-19,FIVE O'CLOCK VODKA,1009
2023-01-05,FIVE O'CLOCK VODKA,1025
2024-02-08,FIVE O'CLOCK VODKA,830
2024-01-22,FIVE O'CLOCK VODKA,1046
2023-11-10,FIVE O'CLOCK VODKA,691
2023-06-23,FIVE O'CLOCK VODKA,1362
2023-02-03,FIVE O'CLOCK VODKA,1308
2024-03-20,FIVE O'CLOCK VODKA,824
2024-03-25,FIVE O'CLOCK VODKA,613
2023-05-18,FIVE O'CLOCK VODKA,631
2023-05-17,FIVE O'CLOCK VODKA,997
2023-04-10,FIVE O'CLOCK VODKA,933
2024-01-17,FIVE O'CLOCK VODKA,683
2023-01-26,FIVE O'CLOCK VODKA,598
2023-08-21,FIVE O'CLOCK VODKA,794
2024-02-16,FIVE O'CLOCK VODKA,708
2024-02-29,FIVE O'CLOCK VODKA,321
2024-01-26,FIVE O'CLOCK VODKA,717
2024-02-09,FIVE O'CLOCK VODKA,489
2023-08-03,FIVE O'CLOCK VODKA,390
2023-12-14,FIVE O'CLOCK VODKA,541
2023-01-04,FIVE O'CLOCK VODKA,1008
2024-03-04,FIVE O'CLOCK VODKA,414
2024-01-21,FIVE O'CLOCK VODKA,291
2023-05-12,FIVE O'CLOCK VODKA,1093
2024-01-05,FIVE O'CLOCK VODKA,1057
2023-11-18,FIVE O'CLOCK VODKA,150
2023-12-15,FIVE O'CLOCK VODKA,1202
2023-07-03,FIVE O'CLOCK VODKA,766
2023-07-20,FIVE O'CLOCK VODKA,647
2024-01-03,FIVE O'CLOCK VODKA,1016
2023-04-20,FIVE O'CLOCK VODKA,577
2023-03-17,FIVE O'CLOCK VODKA,1379
2023-09-25,FIVE O'CLOCK VODKA,241
2023-09-26,FIVE O'CLOCK VODKA,1728
2023-10-04,FIVE O'CLOCK VODKA,1306
2023-10-24,FIVE O'CLOCK VODKA,1159
2023-07-08,FIVE O'CLOCK VODKA,788
2023-12-18,FIVE O'CLOCK VODKA,626
2023-11-03,FIVE O'CLOCK VODKA,680
2023-05-30,FIVE O'CLOCK VODKA,982
2023-10-05,FIVE O'CLOCK VODKA,693
2023-09-09,FIVE O'CLOCK VODKA,1117
2023-04-11,FIVE O'CLOCK VODKA,1160
2023-06-16,FIVE O'CLOCK VODKA,971
2024-03-18,FIVE O'CLOCK VODKA,507
2024-03-26,FIVE O'CLOCK VODKA,1460
2023-11-25,FIVE O'CLOCK VODKA,195
2024-01-11,FIVE O'CLOCK VODKA,479
