date,item_name,total_amount_sold
2023-06-15,TITOS HANDMADE VODKA,5410
2023-08-18,TITOS HANDMADE VODKA,5987
2023-02-23,TITOS HANDMADE VODKA,8973
2024-01-16,TITOS HANDMADE VODKA,4758
2023-04-21,TITOS HANDMADE VODKA,4441
2023-08-11,FIREBALL CINNAMON WHISKEY,14978
2023-06-09,FIREBALL CINNAMON WHISKEY,13436
2023-07-14,FIREBALL CINNAMON WHISKEY,16936
2023-12-01,FIREBALL CINNAMON WHISKEY,11211
2024-02-02,FIREBALL CINNAMON WHISKEY,8998
2023-06-28,FIREBALL CINNAMON WHISKEY,12752
2024-01-16,FIREBALL CINNAMON WHISKEY,13192
2023-11-10,FIREBALL CINNAMON WHISKEY,6138
2023-05-25,FIREBALL CINNAMON WHISKEY,10335
2023-05-09,FIREBALL CINNAMON WHISKEY,11427
2023-09-09,FIREBALL CINNAMON WHISKEY,13096
2024-03-10,FIREBALL CINNAMON WHISKEY,4379
2023-01-11,FIREBALL CINNAMON WHISKEY,8733
2024-03-08,FIREBALL CINNAMON WHISKEY,11742
2023-10-06,FIREBALL CINNAMON WHISKEY,15156
2023-08-23,FIREBALL CINNAMON WHISKEY,10123
2024-01-30,FIREBALL CINNAMON WHISKEY,12376
2023-10-19,FIREBALL CINNAMON WHISKEY,14766
2023-02-09,FIREBALL CINNAMON WHISKEY,11205
2023-04-19,FIREBALL CINNAMON WHISKEY,9098
2024-03-28,FIREBALL CINNAMON WHISKEY,10780
2023-12-11,FIREBALL CINNAMON WHISKEY,15661
2023-03-13,FIREBALL CINNAMON WHISKEY,15200
2023-10-10,FIREBALL CINNAMON WHISKEY,8274
2023-12-06,FIREBALL CINNAMON WHISKEY,14433
2023-05-31,FIREBALL CINNAMON WHISKEY,7740
2023-12-27,FIREBALL CINNAMON WHISKEY,15281
2024-02-22,FIREBALL CINNAMON WHISKEY,12660
2023-10-26,FIREBALL CINNAMON WHISKEY,9344
2023-09-12,FIREBALL CINNAMON WHISKEY,10719
2023-12-21,FIREBALL CINNAMON WHISKEY,10024
2024-01-28,FIREBALL CINNAMON WHISKEY,2360
2023-05-08,FIREBALL CINNAMON WHISKEY,14740
2023-07-13,FIREBALL CINNAMON WHISKEY,7488
2023-06-07,FIREBALL CINNAMON WHISKEY,9338
2023-07-24,FIREBALL CINNAMON WHISKEY,14390
2024-03-01,FIREBALL CINNAMON WHISKEY,16232
2023-02-01,FIREBALL CINNAMON WHISKEY,7554
2024-03-15,FIREBALL CINNAMON WHISKEY,11030
2023-03-07,FIREBALL CINNAMON WHISKEY,11504
2023-11-05,FIREBALL CINNAMON WHISKEY,5962
2023-08-01,FIREBALL CINNAMON WHISKEY,13117
2023-07-26,FIREBALL CINNAMON WHISKEY,9763
2023-04-21,FIREBALL CINNAMON WHISKEY,13990
2023-06-30,FIREBALL CINNAMON WHISKEY,14734
2023-07-21,FIREBALL CINNAMON WHISKEY,14434
2023-02-21,FIREBALL CINNAMON WHISKEY,9171
2023-09-22,FIREBALL CINNAMON WHISKEY,15207
2024-01-22,FIREBALL CINNAMON WHISKEY,16058
2023-04-05,FIREBALL CINNAMON WHISKEY,10745
2023-11-17,FIREBALL CINNAMON WHISKEY,15824
2023-01-27,FIREBALL CINNAMON WHISKEY,14661
2023-12-29,FIREBALL CINNAMON WHISKEY,11778
2023-08-17,FIREBALL CINNAMON WHISKEY,8953
2023-02-08,FIREBALL CINNAMON WHISKEY,8213
2023-09-07,FIREBALL CINNAMON WHISKEY,10339
2023-02-20,FIREBALL CINNAMON WHISKEY,16496
2023-07-31,FIREBALL CINNAMON WHISKEY,7823
2023-11-29,FIREBALL CINNAMON WHISKEY,9315
2024-03-19,FIREBALL CINNAMON WHISKEY,13590
2023-08-24,FIREBALL CINNAMON WHISKEY,10719
2024-01-19,FIREBALL CINNAMON WHISKEY,7592
2023-11-27,FIREBALL CINNAMON WHISKEY,13005
2023-01-16,FIREBALL CINNAMON WHISKEY,12959
2023-07-19,FIREBALL CINNAMON WHISKEY,10659
2023-05-15,FIREBALL CINNAMON WHISKEY,11927
2023-02-07,FIREBALL CINNAMON WHISKEY,11740
2024-02-18,FIREBALL CINNAMON WHISKEY,1240
2023-08-03,FIREBALL CINNAMON WHISKEY,9416
2023-12-09,FIREBALL CINNAMON WHISKEY,10911
2023-05-16,FIREBALL CINNAMON WHISKEY,12476
2023-12-15,FIREBALL CINNAMON WHISKEY,14999
2023-12-08,FIREBALL CINNAMON WHISKEY,2317
2023-05-23,FIREBALL CINNAMON WHISKEY,11517
2023-01-20,FIREBALL CINNAMON WHISKEY,13347
2023-06-26,FIREBALL CINNAMON WHISKEY,8041
2024-03-13,FIREBALL CINNAMON WHISKEY,10679
2024-01-03,FIREBALL CINNAMON WHISKEY,13094
2023-10-17,FIREBALL CINNAMON WHISKEY,10442
2023-05-29,FIREBALL CINNAMON WHISKEY,264
2023-12-22,FIREBALL CINNAMON WHISKEY,17663
2023-12-16,FIREBALL CINNAMON WHISKEY,4130
2024-02-09,FIREBALL CINNAMON WHISKEY,8750
2023-09-26,FIREBALL CINNAMON WHISKEY,17109
2023-01-08,FIREBALL CINNAMON WHISKEY,6167
2024-01-17,FIREBALL CINNAMON WHISKEY,9271
2024-01-24,FIREBALL CINNAMON WHISKEY,5732
2023-12-26,FIREBALL CINNAMON WHISKEY,9254
2023-05-22,FIREBALL CINNAMON WHISKEY,15044
2023-05-19,FIREBALL CINNAMON WHISKEY,15996
2023-01-18,FIREBALL CINNAMON WHISKEY,9599
2024-03-21,FIREBALL CINNAMON WHISKEY,10955
2023-01-24,FIREBALL CINNAMON WHISKEY,13087
2023-09-18,FIREBALL CINNAMON WHISKEY,13133
2023-06-22,FIREBALL CINNAMON WHISKEY,10337
2023-04-27,FIREBALL CINNAMON WHISKEY,10601
2023-11-19,FIREBALL CINNAMON WHISKEY,8890
2023-02-17,FIREBALL CINNAMON WHISKEY,15140
2023-08-14,FIREBALL CINNAMON WHISKEY,13222
2023-12-03,FIREBALL CINNAMON WHISKEY,4964
2023-09-15,FIREBALL CINNAMON WHISKEY,13420
2024-01-11,FIREBALL CINNAMON WHISKEY,11081
2023-04-04,FIREBALL CINNAMON WHISKEY,9796
2023-08-07,FIREBALL CINNAMON WHISKEY,15819
2023-01-02,FIREBALL CINNAMON WHISKEY,181
2023-10-25,FIREBALL CINNAMON WHISKEY,8521
2023-01-13,FIREBALL CINNAMON WHISKEY,14139
2023-07-03,FIREBALL CINNAMON WHISKEY,13825
2023-10-24,FIREBALL CINNAMON WHISKEY,11730
2023-08-29,FIREBALL CINNAMON WHISKEY,16693
2024-01-12,FIREBALL CINNAMON WHISKEY,3241
2023-09-20,FIREBALL CINNAMON WHISKEY,8664
2023-10-22,FIREBALL CINNAMON WHISKEY,7222
2023-07-08,FIREBALL CINNAMON WHISKEY,9321
2023-05-11,FIREBALL CINNAMON WHISKEY,11209
2023-10-11,FIREBALL CINNAMON WHISKEY,11523
2023-06-08,FIREBALL CINNAMON WHISKEY,11445
2024-03-05,FIREBALL CINNAMON WHISKEY,7423
2023-06-23,FIREBALL CINNAMON WHISKEY,16638
2023-03-31,FIREBALL CINNAMON WHISKEY,16534
2023-03-27,FIREBALL CINNAMON WHISKEY,12139
2023-03-01,FIREBALL CINNAMON WHISKEY,8348
2024-01-05,FIREBALL CINNAMON WHISKEY,12681
2024-03-12,FIREBALL CINNAMON WHISKEY,12245
2024-01-26,FIREBALL CINNAMON WHISKEY,9390
2023-11-22,FIREBALL CINNAMON WHISKEY,13047
2023-06-19,FIREBALL CINNAMON WHISKEY,14253
2024-02-07,FIREBALL CINNAMON WHISKEY,11072
2024-03-29,FIREBALL CINNAMON WHISKEY,15250
2023-05-01,FIREBALL CINNAMON WHISKEY,9541
2023-11-24,FIREBALL CINNAMON WHISKEY,9377
2023-06-21,FIREBALL CINNAMON WHISKEY,9799
2023-04-06,FIREBALL CINNAMON WHISKEY,11566
2023-11-11,FIREBALL CINNAMON WHISKEY,12066
2024-02-20,FIREBALL CINNAMON WHISKEY,9880
2023-01-31,FIREBALL CINNAMON WHISKEY,10646
2023-11-18,FIREBALL CINNAMON WHISKEY,3473
2023-07-28,FIREBALL CINNAMON WHISKEY,13021
2023-05-26,FIREBALL CINNAMON WHISKEY,15573
2023-05-17,FIREBALL CINNAMON WHISKEY,7942
2023-01-09,FIREBALL CINNAMON WHISKEY,13920
2024-01-14,FIREBALL CINNAMON WHISKEY,8075
2024-03-17,FIREBALL CINNAMON WHISKEY,4251
2024-02-26,FIREBALL CINNAMON WHISKEY,15940
2023-08-21,FIREBALL CINNAMON WHISKEY,14729
2023-11-01,FIREBALL CINNAMON WHISKEY,8851
2023-11-26,FIREBALL CINNAMON WHISKEY,6708
2024-03-20,FIREBALL CINNAMON WHISKEY,8654
2023-04-17,FIREBALL CINNAMON WHISKEY,14122
2023-10-09,FIREBALL CINNAMON WHISKEY,14385
2023-12-05,FIREBALL CINNAMON WHISKEY,13271
2023-02-03,FIREBALL CINNAMON WHISKEY,15698
2023-12-04,FIREBALL CINNAMON WHISKEY,7582
2023-04-07,FIREBALL CINNAMON WHISKEY,15976
2023-07-06,FIREBALL CINNAMON WHISKEY,9685
2023-11-06,FIREBALL CINNAMON WHISKEY,8758
2023-02-06,FIREBALL CINNAMON WHISKEY,14028
2023-05-21,FIREBALL CINNAMON WHISKEY,96
2023-11-03,FIREBALL CINNAMON WHISKEY,9149
2023-09-06,FIREBALL CINNAMON WHISKEY,11555
2023-10-12,FIREBALL CINNAMON WHISKEY,9197
2024-02-25,FIREBALL CINNAMON WHISKEY,2827
2023-08-22,FIREBALL CINNAMON WHISKEY,9972
2023-07-23,FIREBALL CINNAMON WHISKEY,24
2023-05-05,FIREBALL CINNAMON WHISKEY,15480
2023-01-05,FIREBALL CINNAMON WHISKEY,8606
2024-01-02,FIREBALL CINNAMON WHISKEY,11884
2024-02-04,FIREBALL CINNAMON WHISKEY,6841
2023-09-04,FIREBALL CINNAMON WHISKEY,48
2024-01-09,FIREBALL CINNAMON WHISKEY,9551
2023-05-18,FIREBALL CINNAMON WHISKEY,11387
2023-12-20,FIREBALL CINNAMON WHISKEY,11656
2023-06-03,FIREBALL CINNAMON WHISKEY,9643
2024-01-25,FIREBALL CINNAMON WHISKEY,13098
2023-02-22,FIREBALL CINNAMON WHISKEY,5725
2023-03-10,FIREBALL CINNAMON WHISKEY,13318
2023-05-24,FIREBALL CINNAMON WHISKEY,12430
2023-05-03,FIREBALL CINNAMON WHISKEY,11568
2023-02-27,FIREBALL CINNAMON WHISKEY,12089
2023-07-27,FIREBALL CINNAMON WHISKEY,10944
2023-04-26,FIREBALL CINNAMON WHISKEY,9877
2023-11-20,FIREBALL CINNAMON WHISKEY,10540
2023-01-29,FIREBALL CINNAMON WHISKEY,144
2023-02-14,FIREBALL CINNAMON WHISKEY,9084
2024-02-16,FIREBALL CINNAMON WHISKEY,10092
2023-01-25,FIREBALL CINNAMON WHISKEY,12141
2023-09-01,FIREBALL CINNAMON WHISKEY,15607
2023-07-10,FIREBALL CINNAMON WHISKEY,12212
2023-06-02,FIREBALL CINNAMON WHISKEY,13116
2023-06-14,FIREBALL CINNAMON WHISKEY,10309
2023-05-30,FIREBALL CINNAMON WHISKEY,13766
2023-09-25,FIREBALL CINNAMON WHISKEY,8233
2023-01-19,FIREBALL CINNAMON WHISKEY,8815
2023-01-12,FIREBALL CINNAMON WHISKEY,10482
2023-11-28,FIREBALL CINNAMON WHISKEY,9630
2024-03-03,FIREBALL CINNAMON WHISKEY,628
2023-08-28,FIREBALL CINNAMON WHISKEY,6683
2023-11-23,FIREBALL CINNAMON WHISKEY,929
2023-06-05,FIREBALL CINNAMON WHISKEY,8436
2023-04-12,FIREBALL CINNAMON WHISKEY,8673
2023-02-24,FIREBALL CINNAMON WHISKEY,13337
2023-03-14,FIREBALL CINNAMON WHISKEY,9620
2023-06-06,FIREBALL CINNAMON WHISKEY,18987
2023-09-19,FIREBALL CINNAMON WHISKEY,10135
2023-03-02,FIREBALL CINNAMON WHISKEY,7893
2024-03-14,FIREBALL CINNAMON WHISKEY,9983
2023-08-10,FIREBALL CINNAMON WHISKEY,10459
2024-01-21,FIREBALL CINNAMON WHISKEY,1076
2023-12-07,FIREBALL CINNAMON WHISKEY,15056
2023-12-10,FIREBALL CINNAMON WHISKEY,3307
2023-12-12,FIREBALL CINNAMON WHISKEY,11532
2024-02-05,FIREBALL CINNAMON WHISKEY,6256
2023-05-02,FIREBALL CINNAMON WHISKEY,13495
2023-12-19,FIREBALL CINNAMON WHISKEY,15780
2023-02-23,FIREBALL CINNAMON WHISKEY,11218
2024-01-07,FIREBALL CINNAMON WHISKEY,1861
2023-12-13,FIREBALL CINNAMON WHISKEY,10221
2023-06-29,FIREBALL CINNAMON WHISKEY,13244
2023-03-16,FIREBALL CINNAMON WHISKEY,11840
2023-10-18,FIREBALL CINNAMON WHISKEY,12672
2023-02-28,FIREBALL CINNAMON WHISKEY,10648
2023-10-16,FIREBALL CINNAMON WHISKEY,12979
2024-03-07,FIREBALL CINNAMON WHISKEY,10965
2024-02-15,FIREBALL CINNAMON WHISKEY,8381
2023-11-13,FIREBALL CINNAMON WHISKEY,5937
2023-08-31,FIREBALL CINNAMON WHISKEY,13383
2023-07-05,FIREBALL CINNAMON WHISKEY,8351
2023-01-03,FIREBALL CINNAMON WHISKEY,12539
2023-08-08,FIREBALL CINNAMON WHISKEY,11077
2024-03-06,FIREBALL CINNAMON WHISKEY,11326
2023-10-30,FIREBALL CINNAMON WHISKEY,12426
2023-09-13,FIREBALL CINNAMON WHISKEY,13383
2023-07-25,FIREBALL CINNAMON WHISKEY,10398
2023-04-18,FIREBALL CINNAMON WHISKEY,11660
2023-08-04,FIREBALL CINNAMON WHISKEY,14445
2023-05-10,FIREBALL CINNAMON WHISKEY,9661
2024-02-27,FIREBALL CINNAMON WHISKEY,13612
2023-08-30,FIREBALL CINNAMON WHISKEY,6665
2023-09-02,FIREBALL CINNAMON WHISKEY,24
2023-04-09,FIREBALL CINNAMON WHISKEY,12
2023-03-24,FIREBALL CINNAMON WHISKEY,14217
2023-03-20,FIREBALL CINNAMON WHISKEY,13220
2023-03-21,FIREBALL CINNAMON WHISKEY,10536
2023-11-07,FIREBALL CINNAMON WHISKEY,14889
2023-03-15,FIREBALL CINNAMON WHISKEY,8852
2023-01-30,FIREBALL CINNAMON WHISKEY,13888
2023-04-20,FIREBALL CINNAMON WHISKEY,10781
2023-08-16,FIREBALL CINNAMON WHISKEY,9396
2023-03-30,FIREBALL CINNAMON WHISKEY,6922
2023-09-29,FIREBALL CINNAMON WHISKEY,15194
2023-06-13,FIREBALL CINNAMON WHISKEY,10364
2023-08-18,FIREBALL CINNAMON WHISKEY,13718
2023-10-20,FIREBALL CINNAMON WHISKEY,8928
2023-11-15,FIREBALL CINNAMON WHISKEY,11362
2023-04-13,FIREBALL CINNAMON WHISKEY,9988
2023-08-02,FIREBALL CINNAMON WHISKEY,10683
2024-03-26,FIREBALL CINNAMON WHISKEY,14814
2023-10-03,FIREBALL CINNAMON WHISKEY,13477
2023-11-25,FIREBALL CINNAMON WHISKEY,1256
2023-03-22,FIREBALL CINNAMON WHISKEY,8281
2024-02-28,FIREBALL CINNAMON WHISKEY,9563
2023-10-13,FIREBALL CINNAMON WHISKEY,10310
2024-03-18,FIREBALL CINNAMON WHISKEY,12282
2023-02-10,FIREBALL CINNAMON WHISKEY,14212
2024-01-04,FIREBALL CINNAMON WHISKEY,11129
2023-12-14,FIREBALL CINNAMON WHISKEY,11289
2024-03-27,FIREBALL CINNAMON WHISKEY,9754
2024-02-06,FIREBALL CINNAMON WHISKEY,16234
2024-01-15,FIREBALL CINNAMON WHISKEY,12974
2023-04-24,FIREBALL CINNAMON WHISKEY,15277
2023-09-11,FIREBALL CINNAMON WHISKEY,9283
2023-10-31,FIREBALL CINNAMON WHISKEY,12410
2023-09-08,FIREBALL CINNAMON WHISKEY,12362
2023-04-14,FIREBALL CINNAMON WHISKEY,15717
2023-02-15,FIREBALL CINNAMON WHISKEY,9508
2024-03-04,FIREBALL CINNAMON WHISKEY,10533
2023-09-27,FIREBALL CINNAMON WHISKEY,9150
2023-01-26,FIREBALL CINNAMON WHISKEY,10596
2023-03-23,FIREBALL CINNAMON WHISKEY,10232
2024-01-31,FIREBALL CINNAMON WHISKEY,11107
2023-07-07,FIREBALL CINNAMON WHISKEY,11829
2023-10-04,FIREBALL CINNAMON WHISKEY,9321
2023-06-20,FIREBALL CINNAMON WHISKEY,9729
2023-01-10,FIREBALL CINNAMON WHISKEY,9741
2023-03-03,FIREBALL CINNAMON WHISKEY,19204
2023-10-23,FIREBALL CINNAMON WHISKEY,13590
2024-01-10,FIREBALL CINNAMON WHISKEY,12137
2024-01-29,FIREBALL CINNAMON WHISKEY,12056
2023-11-30,FIREBALL CINNAMON WHISKEY,10592
2023-02-16,FIREBALL CINNAMON WHISKEY,10932
2023-07-18,FIREBALL CINNAMON WHISKEY,11302
2023-09-21,FIREBALL CINNAMON WHISKEY,10784
2024-01-23,FIREBALL CINNAMON WHISKEY,9114
2023-08-15,FIREBALL CINNAMON WHISKEY,11756
2023-07-17,FIREBALL CINNAMON WHISKEY,13958
2023-03-17,FIREBALL CINNAMON WHISKEY,14295
2023-04-10,FIREBALL CINNAMON WHISKEY,14611
2023-08-09,FIREBALL CINNAMON WHISKEY,9511
2023-10-02,FIREBALL CINNAMON WHISKEY,11389
2024-01-18,FIREBALL CINNAMON WHISKEY,7709
2023-10-05,FIREBALL CINNAMON WHISKEY,11265
2023-03-09,FIREBALL CINNAMON WHISKEY,13196
2023-09-05,FIREBALL CINNAMON WHISKEY,13946
2023-06-12,FIREBALL CINNAMON WHISKEY,11458
2024-03-24,FIREBALL CINNAMON WHISKEY,2446
2023-11-12,FIREBALL CINNAMON WHISKEY,2040
2023-09-14,FIREBALL CINNAMON WHISKEY,9254
2023-03-08,FIREBALL CINNAMON WHISKEY,12207
2024-01-08,FIREBALL CINNAMON WHISKEY,10594
2023-01-04,FIREBALL CINNAMON WHISKEY,11054
2023-04-03,FIREBALL CINNAMON WHISKEY,14907
2023-07-20,FIREBALL CINNAMON WHISKEY,12050
2023-11-02,FIREBALL CINNAMON WHISKEY,12144
2023-03-28,FIREBALL CINNAMON WHISKEY,11328
2024-03-25,FIREBALL CINNAMON WHISKEY,8729
2023-12-30,FIREBALL CINNAMON WHISKEY,11376
2024-03-11,FIREBALL CINNAMON WHISKEY,9181
2023-01-23,FIREBALL CINNAMON WHISKEY,12764
2023-02-02,FIREBALL CINNAMON WHISKEY,10332
2024-02-19,FIREBALL CINNAMON WHISKEY,14243
2023-08-25,FIREBALL CINNAMON WHISKEY,16520
2023-07-12,FIREBALL CINNAMON WHISKEY,9911
2023-11-09,FIREBALL CINNAMON WHISKEY,10993
2023-06-27,FIREBALL CINNAMON WHISKEY,15676
2023-05-04,FIREBALL CINNAMON WHISKEY,11029
2023-06-15,FIREBALL CINNAMON WHISKEY,13102
2023-06-01,FIREBALL CINNAMON WHISKEY,11313
2023-11-14,FIREBALL CINNAMON WHISKEY,14421
2024-02-13,FIREBALL CINNAMON WHISKEY,9956
2024-02-29,FIREBALL CINNAMON WHISKEY,9775
2023-11-16,FIREBALL CINNAMON WHISKEY,10587
2024-02-12,FIREBALL CINNAMON WHISKEY,14331
2023-04-11,FIREBALL CINNAMON WHISKEY,10109
2023-11-08,FIREBALL CINNAMON WHISKEY,10511
2024-02-14,FIREBALL CINNAMON WHISKEY,11107
2023-02-13,FIREBALL CINNAMON WHISKEY,14424
2023-05-12,FIREBALL CINNAMON WHISKEY,14452
2023-09-28,FIREBALL CINNAMON WHISKEY,9473
2024-02-08,FIREBALL CINNAMON WHISKEY,11901
2023-03-29,FIREBALL CINNAMON WHISKEY,8938
2024-02-01,FIREBALL CINNAMON WHISKEY,9374
2024-02-11,FIREBALL CINNAMON WHISKEY,7918
2023-11-21,FIREBALL CINNAMON WHISKEY,19928
2023-01-06,FIREBALL CINNAMON WHISKEY,11738
2024-01-01,FIREBALL CINNAMON WHISKEY,60
2023-12-18,FIREBALL CINNAMON WHISKEY,12104
2023-01-17,FIREBALL CINNAMON WHISKEY,10306
2023-06-16,FIREBALL CINNAMON WHISKEY,11550
2023-07-11,FIREBALL CINNAMON WHISKEY,10609
2023-10-15,FIREBALL CINNAMON WHISKEY,3952
2023-04-25,FIREBALL CINNAMON WHISKEY,9333
2024-02-21,FIREBALL CINNAMON WHISKEY,12871
2023-04-28,FIREBALL CINNAMON WHISKEY,16326
2024-02-23,FIREBALL CINNAMON WHISKEY,8405
2023-10-27,FIREBALL CINNAMON WHISKEY,17255
2023-01-15,FIREBALL CINNAMON WHISKEY,192
2023-03-06,FIREBALL CINNAMON WHISKEY,15522
2023-12-28,FIREBALL CINNAMON WHISKEY,7511
2024-03-22,FIREBALL CINNAMON WHISKEY,10561
